 OBJECTID, Station Identifier, Station Name, Fuel Type Provided, Street Address, City Name, State Name, Postal Zipcode, Postal Route (US Addresses), Location Directions, Country Name, Phone Number, Station Status, Estimated Fuel Availability, Station Accessability, Access Restrictions, Access Days and Times, Accepted Payment Methods, Type of Ownership, Name of Owner, Blends of Biodiesel, Can Blend Ethanol, Ethanol Blends Available, CNG Dispenser Count, CNG Dispensing Capability, CNG Pressures Available (PSI), CNG Renewable Source, CNG Total Compression (CFM), CNG Total Storage (CF), CNG Max Vehicle Size, LNG Renewable Source, LNG Max Vehicle Size, LPG Nozzle Types Available, LPG Primary Station, Renewable Diesel Blends Available, Is Renewable Diesel Blended w/Biodiesel, Max Level of Biodiesel Blending, EV Level 1 EVSE Ports, EV Level 2 EVSE Ports, EV DC Fast Ports, EV Other EVSE Ports, EV Connector Types, EV Network Name, EV Network ID, EV Network Link, EV Pricing, EV Renewable Source, HY Is Retail, HY Pressures (BAR), HY Standards, HY Status Link, Station Coordinate Accuracy, Station Latitude (DD), Station Longitude (DD), Date Fuel Available, Date Details Confirmed, Date Details Updated, Location Facility Type, Indications d'emplacement (French), Jours et heures d'accès (French), Mélanges de biodiesel (French), Mélanges de diesel renouvelables disponibles (French), Tarification des VÉ (French), Has Access Restrictions,x,y
75744,321389,HYSHOP SHOP STATION1,Electric,7601 S Tacoma Way,Tacoma,WA,98409,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL15214881,https://www.chargepoint.com,,,,,,,GPS,47.188135,-122.482901,12/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:43:50 AM,,,,,,,False,-13634734.1702,5972836.7409
75746,321392,GSPLP TGR RETAIL 03,Electric,777 Richards St,Vancouver,BC,V6B 0M6,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13971473,https://www.chargepoint.com,,,,,,,GPS,49.280667,-123.117468,12/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:39:58 AM,,,Accessible 24 heures par jour,,,,False,-13705373.8455,6322619.592
75748,321394,BROADSTREET HILLSIDEWALK #4,Electric,3410 Valleyview Drive,Kamloops,BC,V2C 0M2,,On West side of building,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13973533,https://www.chargepoint.com,,,,,,,GPS,50.670173,-120.223183,12/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:00 AM,,,Accessible 24 heures par jour,,,,False,-13383183.5131,6563157.2202
75749,321395,BROADSTREET HILLSIDEWALK #5,Electric,3410 Valleyview Drive,Kamloops,BC,V2C 0M2,,On West side of building,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13973543,https://www.chargepoint.com,,,,,,,GPS,50.670211,-120.223161,12/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:00 AM,,,Accessible 24 heures par jour,,,,False,-13383181.0641,6563163.8946
75750,321396,BROADSTREET HILLSIDEWALK #6,Electric,3410 Valleyview Drive,Kamloops,BC,V2C 0M2,,On West side of building,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13973553,https://www.chargepoint.com,,,,,,,GPS,50.670167,-120.223334,12/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:00 AM,,,Accessible 24 heures par jour,,,,False,-13383200.3223,6563156.1664
75751,321397,BROADSTREET HILLSIDEWALK #7,Electric,3410 Valleyview Drive,Kamloops,BC,V2C 0M2,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13973563,https://www.chargepoint.com,,,,,,,GPS,50.670167,-120.223538,12/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:01 AM,,,Accessible 24 heures par jour,,,,False,-13383223.0315,6563156.1664
75783,321489,HYSHOP SHOWRM STATION,Electric,7601 South Tacoma Way,Tacoma,WA,98409,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL15215971,https://www.chargepoint.com,,,,,,,GPS,47.188115,-122.482895,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:43:51 AM,,,,,,,False,-13634733.5023,5972833.4648
75787,321503,THE POST P1 STALL 28,Electric,658 Homer Street,Vancouver,BC,V6B 2R4,,P1 Close to Dunsmuir Street Elevators,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,CACPIL13969483,https://www.chargepoint.com,,,,,,,GPS,49.281424,-123.113509,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:39:55 AM,,,Accessible 24 heures par jour,,,,False,-13704933.1317,6322748.7695
75788,321504,THE POST P1 STALL 29,Electric,658 Homer Street,Vancouver,BC,V6B 2R4,,P1 Near Dunsmuir Street Elevators,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,CACPIL13969493,https://www.chargepoint.com,,,,,,,GPS,49.280472,-123.113525,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:39:55 AM,,,Accessible 24 heures par jour,,,,False,-13704934.9128,6322586.3167
75795,321517,Liberty Lake STA,Electric,E Mission Ave,Liberty Lake,WA,99019,,,United States,866-816-7584,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,CCS,EV Connect,d31b9565-86cf-4f58-a05a-4deafb9ad66c,https://www.evconnect.com,,,,,,,GPS,47.670584,-117.103222,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:04:29 AM,,,,,,,False,-13035871.0433,6052225.6777
75804,321530,City of Coquitlam - Maillardville Community Centre,Electric,1200 Cartier Ave,Coquitlam,BC,V3K 2C3,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,9d8ea32e-fbc1-4076-ad73-c45ddc57b8e9,https://www.flo.com,,,,,,,GPS,49.240976,-122.858766,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:32 AM,,,Accessible 24 heures par jour,,,,False,-13676575.2706,6315849.3354
75805,321531,Quesnel,Electric,100 Campus Way,Quesnel,BC,V2J 7K1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,fdd80f9a-2aa5-4a6a-9b13-259c4f2cd199,https://www.flo.com,,,,,,,GPS,52.983269,-122.470933,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:32 AM,,,Accessible 24 heures par jour,,,,False,-13633401.8985,6979903.7377
75806,321532,"PES - SEAPARC, Public",Electric,2168 Phillips Rd,Sooke,BC,V9Z 0Y3,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,eb74f135-284d-43c8-94aa-e43d8ceefcd1,https://www.flo.com,,,,,,,GPS,48.386105,-123.707878,12/6/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:32 AM,,,Accessible 24 heures par jour,,,,False,-13771097.9861,6171331.0167
75811,321820,Jim Pattison Developments Ltd.,Electric,855 Auto Mall Dr,North Vancouver,BC,V7P 3R8,,,Canada,,Available,,Public,,NA,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,CCS,Non-Networked,,,,,,,,,GPS,49.3155075,-123.0952705,9/30/2024 12:00:00 AM,12/13/2023 12:00:00 AM,6/2/2025 7:05:52 PM,,,NA,,,,False,-13702902.8311,6328566.9711
75812,321822,Jim Pattison Developments Ltd.,Electric,15365 Guildford Drive,Surrey,BC,V3R 0H9,,,Canada,,Available,,Public,,NA,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,CCS,Non-Networked,,,,,,,,,GPS,49.1971592,-122.7960571,9/30/2024 12:00:00 AM,12/13/2023 12:00:00 AM,6/2/2025 7:06:18 PM,,,NA,,,,False,-13669594.5478,6308381.6403
75813,321823,Jim Pattison Developments Ltd.,Electric,9515 195 Street,Surrey,BC,V4N 4G3,,,Canada,,Available,,Public,,NA,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,CCS,Non-Networked,,,,,,,,,GPS,49.1756765,-122.6828114,9/30/2024 12:00:00 AM,12/13/2023 12:00:00 AM,6/2/2025 7:07:36 PM,,,NA,,,,False,-13656988.0941,6304722.7616
75814,321824,Jim Pattison Developments Ltd.,Electric,1001 Coutts Way,Abbotsford,BC,V2S 7M2,,,Canada,,Available,,Public,,NA,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,CCS,Non-Networked,,,,,,,,,GPS,49.0207165,-122.2669042,9/30/2024 12:00:00 AM,12/13/2023 12:00:00 AM,6/2/2025 7:08:12 PM,,,NA,,,,False,-13610689.5164,6278377.2819
75825,321981,City of Vancouver,Electric,900 Heatley Ave,Vancouver,BC,V6A 3S7,,,Canada,,Available,,Private,,For fleet use only,,Local/Municipal Government Owned,,,,,,,,,,,,,,,,,,,,,4,,CCS,Non-Networked,,,,,,,,,GPS,49.275842,-123.08964,11/6/2024 12:00:00 AM,12/10/2024 12:00:00 AM,8/22/2025 7:25:33 PM,Municipal Government,,A l'usage de la flotte seulement,,,,,-13702276.0467,6321796.2812
75886,322254,WHISTLER - RMOW BAYLY PARK 1,Electric,1080 Legacy Way,Whistler,BC,V0N 1B1,,Station in sports field parking lot,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13974093,https://www.chargepoint.com,,,,,,,GPS,50.078423,-123.04444,12/7/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:01 AM,,,Accessible 24 heures par jour,,,,False,-13697244.4057,6459868.4165
75887,322255,WHISTLER - RMOW MEADOW PARK 3,Electric,8625 BC-99,Whistler,BC,V8E 1K1,,Charger in Southwest corner of parking lot,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13974163,https://www.chargepoint.com,,,,,,,GPS,50.143935,-122.960013,12/7/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:01 AM,,,Accessible 24 heures par jour,,,,False,-13687846.0351,6471240.2623
75888,322256,WHISTLER - RMOW BAYLY PARK 2,Electric,1015 Legacy Way,Whistler,BC,V0N 1B1,,Station in sports field parking lot,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13974363,https://www.chargepoint.com,,,,,,,GPS,50.078549,-123.044326,12/7/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:02 AM,,,Accessible 24 heures par jour,,,,False,-13697231.7153,6459890.2732
75937,322351,CITY LIGHT S LAKE UNION 1,Electric,317 Pontius Avenue North,Seattle,WA,98109,,"Curbside on residential street, public",United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL17304581,https://www.chargepoint.com,,,,,,,GPS,47.621309,-122.331808,12/8/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:11:40 AM,,,,,,,False,-13617914.5744,6044083.7938
75965,322400,IQ CHARGING IQ SALMON CREEK,Electric,14101 Northeast 10th Avenue,Vancouver,WA,98685,,,United States,888-758-4389,Available,,Public,,"Mon: 12:00am-9:30am, 5:30pm-12:00am; Tue: 12:00am-9:30am, 5:30pm-12:00am; Wed: 12:00am-9:30am, 5:30pm-12:00am; Thu: 12:00am-9:30am, 5:30pm-12:00am; Fri: 12:00am-9:30am, 5:30pm-12:00am; Sat: 12:00am-9:30am, 2:00pm-12:00am; Sun: 12:00am-12:00am",,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL14356951,https://www.chargepoint.com,,,,,,,GPS,45.723483,-122.660697,12/9/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:43:39 AM,,,,,,,False,-13654526.3304,5736147.3658
75997,322455,3501 Portland Rd NE Salem OR 97301,Electric,2450 Lancaster Drive NE,Salem,OR,97301,,,United States,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,c563275b-d3c1-45f2-95cd-5653e37fc426,https://www.flo.com,,,,,,,GPS,44.97159,-123.00489,12/9/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:23:19 AM,,,,,,,False,-13692841.7199,5617050.0215
76056,322541,AZUR Legacy Collection Hotel - 2,Electric,833 W Pender St,Vancouver,BC,V6C 1K7,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,7,,,J1772,FLO,37ebd82a-99e4-407c-9e06-947a1843ba55,https://www.flo.com,,,,,,,GPS,49.2857792,-123.1163804,12/12/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:33 AM,,,Accessible 24 heures par jour,,,,False,-13705252.7744,6323491.9969
76057,322542,AZUR Legacy Collection Hotel - 1,Electric,833 W Pender St,Vancouver,BC,V6C 1K7,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,FLO,03a31169-6465-420e-a237-efdb274e27ca,https://www.flo.com,,,,,,,GPS,49.2857792,-123.1165134,12/12/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:33 AM,,,Accessible 24 heures par jour,,,,False,-13705267.5799,6323491.9969
76058,322543,Community Services Building,Electric,3001 - 32 Avenue,Vernon,BC,V1T 2L8,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,6,,,J1772,FLO,78ffb22c-a171-4b75-972f-1ab8c6faec81,https://www.flo.com,,,,,,,GPS,50.2661319,-119.2711179,12/12/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:34 AM,,,Accessible 24 heures par jour,,,,False,-13277200.111,6492493.4026
76082,322578,COCC PRINEVILLE,Electric,510 SE Lynn Blvd,Prineville,OR,97754,,NE Parking LOt,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL14233281,https://www.chargepoint.com,,,,,,,GPS,44.293622,-120.841606,12/13/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:42:07 AM,,,,,,,False,-13452026.0466,5510993.8708
76188,322815,AUTO WEST BMW BACK LANE HOTEL,Electric,10780 Cambie Rd.,Richmond,BC,V6X 1K8,,"Priority For Shop Use. Laneway bk of bldg by Hotel. Site Monitored by Evening Remote Security.Pls don't wander the lot or touch other cars, May result in accidental police dispatch",Canada,888-758-4389,Available,,Public,,"Mon: 12:00am-9:00am, 5:00pm-12:00am; Tue: 12:00am-9:00am, 5:00pm-12:00am; Wed: 12:00am-9:00am, 5:00pm-12:00am; Thu: 12:00am-9:00am, 5:00pm-12:00am; Fri: 12:00am-9:00am, 5:00pm-12:00am; Sat: 12:00am-9:00am, 5:00pm-12:00am; Sun: 12:00am-12:00am",,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,CACPIL13978603,https://www.chargepoint.com,,,,,,,GPS,49.183562,-123.103926,12/15/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:12 AM,,,,,,,False,-13703866.357,6306065.6153
76191,322821,VCH - GF Strong - DCFC,Electric,4255 Laurel St,Vancouver,BC,V5Z 2G9,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",FLO,dee2e050-ebcc-4dd6-8c5f-8a20aedc2ce0,https://www.flo.com,,,,,,,GPS,49.247148,-123.1251706,12/15/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:31 AM,,,Accessible 24 heures par jour,,,,False,-13706231.295,6316901.7613
76193,322823,Campus Honda Victoria,Electric,506 Finlayson Street,Victoria,BC,V8T 5C8,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",FLO,5208dc66-653c-49d8-8d30-c0b0ab947cb1,https://www.flo.com,,,,,,,GPS,48.44469,-123.37371,12/15/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:37 AM,,,Accessible 24 heures par jour,,,,False,-13733898.5745,6181156.8499
76200,322833,Fred Meyer - Tesla Supercharger,Electric,12221 120th Ave NE,Kirkland,WA,98034,,,United States,877-798-3752,Available,,Public,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,12,,Tesla,Tesla Supercharger,,https://www.tesla.com/supercharger,,,,,,,GPS,47.709207,-122.183452,12/14/2023 12:00:00 AM,7/1/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Grocery Store,,,,,,False,-13601399.66,6058612.8693
76202,322835,Seattle Premium Outlets - Tesla Supercharger,Electric,10600 Quil Ceda Blvd,Tulalip,WA,98271,,,United States,877-798-3752,Available,,Public,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,12,,Tesla,Tesla Supercharger,,https://www.tesla.com/supercharger,,,,,,,GPS,48.095561,-122.188333,12/14/2023 12:00:00 AM,7/1/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Shopping Mall,,,,,,False,-13601943.0104,6122767.5301
76203,322836,Station 88 - End of Trail - Tesla Supercharger,Electric,19615 Elderberry St SW,Rochester,WA,98579,,,United States,877-798-3752,Available,,Public,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,12,,Tesla,Tesla Supercharger,,https://www.tesla.com/supercharger,,,,,,,GPS,46.804114,-123.012262,12/14/2023 12:00:00 AM,7/1/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Service/Gas Station,,,,,,False,-13693662.3672,5910158.8986
76207,322840,Clearwater Casino - Tesla Supercharger,Electric,15347 Suquamish Way NE,Suquamish,WA,98392,,,United States,877-798-3752,Available,,Public,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,12,,Tesla,Tesla Supercharger,,https://www.tesla.com/supercharger,,,,,,,GPS,47.713574,-122.569571,12/14/2023 12:00:00 AM,7/1/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Shopping Center,,,,,,False,-13644382.2305,6059335.3499
76300,323012,Fort George Brewery & Public House (Series),Electric,1483 Duane Street,Astoria,OR,97103,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,Blink,d16e77a5-bfb8-4c84-b8ef-313fbe829612,https://blinkcharging.com,,,,,,,GPS,46.18837,-123.82746,12/18/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:52:26 AM,,,,,,,False,-13784409.7934,5810587.201
76302,323022,TOYOTAMAINLOT CT4K 1,Electric,9259 Boeckman Rd,Wilsonville,OR,97070,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL13157471,https://www.chargepoint.com,,,,,,,GPS,45.317939,-122.771674,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:23:48 AM,,,,,,,False,-13666880.2335,5671714.1233
76304,323029,CRPUD SCAPPOOSE DC1,Electric,52432 NW 1st St,Scappoose,OR,97056,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL13782121,https://www.chargepoint.com,,,,,,,GPS,45.756308,-122.876452,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:35:08 AM,,,,,,,False,-13678544.0671,5741383.0365
76305,323030,CRPUD SCAPPOOSE DC2,Electric,52432 NW 1st St,Scappoose,OR,97056,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL13782221,https://www.chargepoint.com,,,,,,,GPS,45.756285,-122.876485,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:35:08 AM,,,,,,,False,-13678547.7407,5741379.3669
76307,323045,CPU ARNADA,Electric,212 E 20th St,Vancouver,WA,98663,,Employee Parking Lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL14057821,https://www.chargepoint.com,,,,,,,GPS,45.636784,-122.66932,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:39:51 AM,,,,,,,False,-13655486.2384,5722333.4299
76320,323070,SM STATE FARM SM STATE FARM,Electric,611 E Front St,Port Angeles,WA,98362,,Rear Parking Lot - back wall of building,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15276601,https://www.chargepoint.com,,,,,,,GPS,48.116189,-123.422801,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:37 AM,,,,,,,False,-13739363.3596,6126206.3576
76331,323091,Multnomah County - 500 SE Hawthorne (second floor),Electric,500 SE Hawthorne Blvd,Portland,OR,97214,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,OpConnect,598,https://opconnect-ev.com,,,,,,,GPS,45.51183,-122.66032,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:25 AM,,,,,,,False,-13654484.3629,5702461.7887
76338,323105,JPD - Coronation Mall,Electric,370 Davis Road,Ladysmith,BC,V9G 1T9,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,15a10c0c-ba87-438b-88dd-343190e32a92,https://www.flo.com,,,,,,,GPS,48.9790145,-123.8041787,12/20/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:40 AM,,,Accessible 24 heures par jour,,,,False,-13781818.131,6271301.3436
76355,323142,PGE LINCOLN L2,Electric,10350 Southwest Greenburg Road,Tigard,OR,97223,,parking lot by Red Lobster/Margarita Factory,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15250021,https://www.chargepoint.com,,,,,,,GPS,45.445052,-122.776191,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:18 AM,,,,,,,False,-13667383.0637,5691860.0605
76356,323145,PGE LINCOLN DCFC 1,Electric,10350 Southwest Greenburg Road,Tigard,OR,97223,,Parking lot between Red Lobster and Margarita Factory,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL15263031,https://www.chargepoint.com,,,,,,,GPS,45.445071,-122.775987,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:29 AM,,,,,,,False,-13667360.3545,5691863.0752
76357,323146,PGE LINCOLN DCFC 2,Electric,10350 Southwest Greenburg Road,Tigard,OR,97223,,Parking lot between Red Lobster and Margarita Factory,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL15263581,https://www.chargepoint.com,,,,,,,GPS,45.445083,-122.776164,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:29 AM,,,,,,,False,-13667380.058,5691864.9792
76361,323151,TABLEROCKMOTEL STATION 2,Electric,840 Beach Loop Rd,Bandon,OR,97411,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15286881,https://www.chargepoint.com,,,,,,,GPS,43.115614,-124.431997,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:51 AM,,,,,,,False,-13851706.5444,5329586.0659
76363,323154,WHISTLER - RMOW MEADOW PARK 4,Electric,8625 BC-99,Whistler,BC,V8E 1K1,,Charger in Southwest corner of parking lot,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13980983,https://www.chargepoint.com,,,,,,,GPS,50.143945,-122.959854,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:16 AM,,,Accessible 24 heures par jour,,,,False,-13687828.3353,6471241.9994
76374,323170,Creekside Crossing - 1,Electric,278 N. 16th Street,Reedsport,OR,97467,,,United States,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,bae8df44-031e-4f79-9755-f045ad9a070b,https://www.flo.com,,,,,,,GPS,43.698558,-124.113977,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:23:21 AM,,,,,,,False,-13816304.72,5418911.2288
76377,323173,Ainsworth Hot Springs Resort,Electric,3609 Highway 31,Ainsworth Hot Springs,BC,V0G 1A0,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,b3a6cdb5-f606-4587-bc4a-4a557156c5dc,https://www.flo.com,,,,,,,GPS,49.735835,-116.9113877,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:40 AM,,,Accessible 24 heures par jour,,,,False,-13014516.1467,6400652.1834
76378,323175,Wood Wheaton Honda - 1,Electric,2500 Range Rd,Prince George,BC,V2N 0C3,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,ca262ba3-9553-4973-99ae-7b7b47ba0fbb,https://www.flo.com,,,,,,,GPS,53.884956,-122.769213,12/21/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:40 AM,,,Accessible 24 heures par jour,,,,False,-13666606.2763,7148398.3745
76438,323309,L059 EV 2,Electric,2121 Martin Luther King Jr Blvd,Eugene,OR,97401,,This charger is on the west side of the building.,United States,888-758-4389,Available,,Public,,Mon: 8:00am-6:00pm; Tue: 8:00am-6:00pm; Wed: 8:00am-6:00pm; Thu: 8:00am-6:00pm; Fri: 8:00am-6:00pm; Sat: 8:00am-6:00pm; Sun: 8:00am-6:00pm,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL14234251,https://www.chargepoint.com,,,,,,,GPS,44.060245,-123.079278,12/22/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:42:08 AM,,,,,,,False,-13701122.5542,5474769.974
